№;ЛД;ФИО;Статус;Приориетет;Рейтинг;Факультет;Форма обучения;Период обучения;Срок обучения;Курс;Код Специальности;Специальность;Образовательный уровень;Комиссия;Тип док. об обр.;Серия;Номер;Ср. балл;Награды;Оригинал;Коментарии;Бюджет;Общий конкурс;Целевой конкурс;Дата создания;Тех. секретарь;Unnamed: 27
40343;13670БС;Серафимовский Алексей Трофимович;Отклонено;Первый;88,78;Экономфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.01;Экономика (Профиль: Международная экономика);Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1902609;4,87;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;18.07.2019 13:37;Васина Лариса Юрьевна;
40345;13670БС;Серафимовский Алексей Трофимович;Отклонено;Второй;88,78;Экономфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.02;Менеджмент (Профиль: Международный бизнес);Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1902609;4,87;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;18.07.2019 13:38;Васина Лариса Юрьевна;
40344;3259ПВ;Тимофеевич Светлана Глебовна;В приказ;Первый;87,2;Филфак;заочная;Нормативный;4 года 00 мес.;2 (второй) курс;42.03.04;Телевидение;Бакалавриат;Переводы, восстановления;Аттестат о среднем общем образовании;ДА;1803627;4,9;без отличия;нет;;нет;да;нет;18.07.2019 13:38;Тупчий Надежда Викторовна;
40346;13671БС;Степанов Алексей Семенович;В приказ;Первый;82,82;Учфин;заочная;Нормативный;5 лет 00 мес.;1 (первый) курс;38.05.02;Таможенное дело;Специалитет;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1700716;3,68;без отличия;да;;нет;да;нет;18.07.2019 13:45;Манчева Инесса Константиновна;
40347;13672БС;Глебенко Серафима Игнатовна;В приказ;Первый;89,74;Филфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;37.03.01;Психология;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1903439;3,86;без отличия;да;;да;да;нет;18.07.2019 13:52;Рязанова Валерия Александровна;
40348;13672БС;Глебенко Серафима Игнатовна;Отклонено;Второй;89,74;Истфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;41.03.04;Политология;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1903439;3,86;без отличия;да;Отклонено в связи с рекомендацией по старшему приоритету;да;да;нет;18.07.2019 13:53;Рязанова Валерия Александровна;
40349;13673БС;Семенова Лариса Семеновна;В приказ;Первый;71,64;Филфак;заочная;Нормативный;4 года 00 мес.;1 (первый) курс;37.03.01;Психология;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;8211;3,16;без отличия;да;;да;да;нет;18.07.2019 13:57;Гороховская Виктория  Владимировна;
40350;13674БС;Трофимович Вера Кирилловна;Отклонено;Первый;89,5;Экономфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.01;Экономика (Профиль: Экономика предприятий);Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1904302;4,45;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;18.07.2019 14:01;Васина Лариса Юрьевна;
40351;13674БС;Трофимович Вера Кирилловна;Отклонено;Второй;89,5;Экономфак;очная;Нормативный;5 лет 00 мес.;1 (первый) курс;38.05.01;Экономическая безопасность;Специалитет;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1904302;4,45;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;18.07.2019 14:02;Васина Лариса Юрьевна;
40352;13675БС;Александровская Дарья Тимофеeвна;Отклонено;Первый;81,92;ФИЯ;очная;Нормативный;4 года 00 мес.;1 (первый) курс;45.03.02;Лингвистика (Профиль: Перевод и переводоведение) (французский язык);Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1903710;4,33;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;18.07.2019 14:07;Бабий Алина Васильевна;
40354;13675БС;Александровская Дарья Тимофеeвна;Отклонено;Второй;81,92;ФИЯ;очная;Нормативный;4 года 00 мес.;1 (первый) курс;45.03.02;Лингвистика (Профиль: Перевод и переводоведение) (немецкий язык);Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1903710;4,33;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;18.07.2019 14:08;Бабий Алина Васильевна;
40353;13676БС;Терентиев Николай Николаeвич;Отклонено;Первый;95,84;Биофак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;06.03.01;Биология;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1900175;4,96;серебряная медаль;нет;Отказался от участия в конкурсе;да;да;нет;18.07.2019 14:07;Морозова Екатерина Игоревна;
40355;13677БС;Трофимовский Иван Серафимович;В приказ;Первый;87,36;Пединститут;заочная;Нормативный;5 лет 00 мес.;1 (первый) курс;44.03.03;Специальное (дефектологическое) образование;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1909664;96,8;без отличия;нет;;да;да;нет;18.07.2019 14:18;Настасюк Ксения Петровна;
40356;13677БС;Трофимовский Иван Серафимович;Отменено;Второй;87,36;Пединститут;заочная;Нормативный;5 лет 00 мес.;1 (первый) курс;44.03.02;Психолого-педагогическое образование;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1909664;96,8;без отличия;нет;в связи с доп набором;да;да;нет;18.07.2019 14:19;Настасюк Ксения Петровна;
41306;13677БС;Трофимовский Иван Серафимович;В приказ;Второй;68,96;ИФКС;заочная;Нормативный;5 лет 00 мес.;1 (первый) курс;49.03.02;Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура);Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1909664;96,8;без отличия;нет;;нет;да;нет;05.09.2019 13:52;Ляшенко Елизавета Романова;
40357;13678БС;Владимиров Тимофей Алексеeвич;Аннулировано;Первый;85,1;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1906955;4,45;без отличия;да;;да;да;нет;18.07.2019 14:21;Осляк Наталья Владимировна;
40360;13678БС;Владимиров Тимофей Алексеeвич;В приказ;Второй;85,1;УНИЭК;очная;Нормативный;4 года 00 мес.;1 (первый) курс;27.03.05;Инноватика;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1906955;4,45;без отличия;да;;да;да;нет;18.07.2019 14:26;Осляк Наталья Владимировна;
40358;13679БС;Дмитриевский Кондрат Иванович;Аннулировано;Первый;82,5;Экономфак;очная;Нормативный;5 лет 00 мес.;1 (первый) курс;38.05.01;Экономическая безопасность;Специалитет;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1903970;3,95;без отличия;да;;да;да;нет;18.07.2019 14:23;Васина Лариса Юрьевна;
40359;13679БС;Дмитриевский Кондрат Иванович;В приказ;Второй;82,5;Учфин;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.06;Торговое дело;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1903970;3,95;без отличия;да;;да;да;нет;18.07.2019 14:24;Васина Лариса Юрьевна;
40361;13680БС;Иннокентиевский Дмитрий Борисович;В приказ;Первый;82,8;Физтех;очная;Нормативный;4 года 00 мес.;1 (первый) курс;09.03.01;Информатика и вычислительная техника;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1908418;4,55;без отличия;да;;да;нет;нет;18.07.2019 14:28;Кшеминский Виктор Викторович;
40362;13680БС;Иннокентиевский Дмитрий Борисович;Отклонено;Второй;82,8;Экономфак;заочная;Нормативный;4 года 6 мес.;1 (первый) курс;38.03.01;Экономика (Профиль: Экономика предприятий);Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1908418;4,55;без отличия;да;Отклонено в связи с рекомендацией по старшему приоритету;нет;да;нет;18.07.2019 14:29;Кшеминский Виктор Викторович;
40363;3260ПВ;Кирилловский Серафим Игнатович;В приказ;Первый;78,3;Юрфак;заочная;Нормативный;5 лет 00 мес.;3 (третий) курс;40.03.01;Юриспруденция;Бакалавриат;Переводы, восстановления;Аттестат о среднем общем образовании;ДА;1600874;4,08;без отличия;да;;нет;да;нет;18.07.2019 14:29;Екимова Татьяна Анатольевна;
40364;13681БС;Кириллович Инна Глебовна;В приказ;Первый;70,68;Экономфак;заочная;Нормативный;4 года 6 мес.;1 (первый) курс;38.03.02;Менеджмент;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;;5024004808378;4,17;без отличия;да;;нет;да;нет;18.07.2019 14:39;Гранкина Кристина Викторовна;
40365;13682БС;Тимофеевич Глеб Кириллович;В приказ;Первый;83,12;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1901313;4,43;без отличия;да;;да;да;нет;18.07.2019 15:01;Кохан Дмитрий Александрович;
40366;13683БС;Александрович Николай Иванович;Отклонено;Первый;80,68;Филфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;37.03.01;Психология;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1700233;3,68;без отличия;да;Отказался от участия в конкурсе;да;да;нет;18.07.2019 15:12;Покотилов Евгений Геннадьевич;
40367;13683БС;Александрович Николай Иванович;Допущено;Второй;80,68;Филфак;очная;Нормативный;5 лет 00 мес.;1 (первый) курс;37.05.02;Психология служебной деятельности;Специалитет;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1700233;3,68;без отличия;да;;да;да;нет;18.07.2019 15:13;Покотилов Евгений Геннадьевич;
40368;13683БС;Александрович Николай Иванович;В приказ;Третий;80,68;Филфак;заочная;Нормативный;4 года 00 мес.;1 (первый) курс;37.03.01;Психология;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1700233;3,68;без отличия;да;;да;да;нет;18.07.2019 15:14;Покотилов Евгений Геннадьевич;
40369;13683БС;Александрович Николай Иванович;Отклонено;Четвертый;80,68;Филфак;заочная;Нормативный;5 лет 00 мес.;1 (первый) курс;37.05.02;Психология служебной деятельности;Специалитет;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1700233;3,68;без отличия;да;Отказался от участия в конкурсе;да;да;нет;18.07.2019 15:15;Покотилов Евгений Геннадьевич;
40370;13684БС;Иванов Иван Серафимович;Отклонено;Первый;84,42;Экономфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.02;Менеджмент (Профиль: Логистика);Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1900857;4,33;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;18.07.2019 15:22;Васина Лариса Юрьевна;
40371;13684БС;Иванов Иван Серафимович;Отклонено;Второй;84,42;Учфин;очная;Нормативный;5 лет 00 мес.;1 (первый) курс;38.05.02;Таможенное дело;Специалитет;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1900857;4,33;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;18.07.2019 15:24;Васина Лариса Юрьевна;
40372;13685БС;Терентиев Владимир Петрович;Отклонено;Первый;82,26;Истфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;41.03.05;Международные отношения;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1910721;4,09;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;18.07.2019 15:26;Елисеев Глеб Геннадьевич;
40373;13685БС;Терентиев Владимир Петрович;Отклонено;Второй;82,26;Экономфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.04;Государственное и муниципальное управление;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1910721;4,09;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;18.07.2019 15:27;Елисеев Глеб Геннадьевич;
40375;3261ПВ;Борисович Элеонора Игнатовна;В приказ;Первый;85,7;Филфак;заочная;Нормативный;4 года 00 мес.;3 (третий) курс;42.03.02;Журналистика;Бакалавриат;Переводы, восстановления;Аттестат о среднем общем образовании;ДА;1704714;4,32;без отличия;нет;;нет;да;нет;19.07.2019 9:16;Супонева София Юрьевна;
40376;13686БС;Владимиренко Иннокентий Иванович;Отклонено;Первый;88,1;Филфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;37.03.01;Психология;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1904681;4,3;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;19.07.2019 9:34;Калмыкова  Дарья Андреевна;
40378;13687БС;Николаевская Мария Трофимовна;В приказ;Первый;80,22;ФМИТ;очная;Нормативный;4 года 00 мес.;1 (первый) курс;01.03.02;Прикладная математика и информатика;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА ;1903630;4,08;без отличия;да;;да;да;нет;19.07.2019 9:57;Кулабухова Наталья Александровна;
40379;13687БС;Николаевская Мария Трофимовна;Отклонено;Второй;80,22;ФМИТ;очная;Нормативный;4 года 00 мес.;1 (первый) курс;02.03.02;Фундаментальная информатика и информационные технологии;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА ;1903630;4,08;без отличия;да;Отклонено в связи с рекомендацией по старшему приоритету;да;да;нет;19.07.2019 9:59;Кулабухова Наталья Александровна;
40381;13688БС;Кондратенко Инна Кирилловна;В приказ;Первый;86,66;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1906923;4,04;без отличия;да;;да;да;нет;19.07.2019 10:26;Беляева Марина Анатольевна;
40382;13689БС;Владимировская Серафима Игнатовна;В приказ;Первый;79,68;Истфак;заочная;Нормативный;4 года 00 мес.;1 (первый) курс;41.03.04;Политология;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1701662;4,16;без отличия;нет;;нет;да;нет;19.07.2019 10:37;Скворцов Юрий Анатольевич;
40383;13690БС;Игнатович Фаина Борисовна;Отклонено;Первый;87,54;Экономфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.03;Управление персоналом;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1904022;4,36;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;19.07.2019 10:38;Бабий Александр Валерьевич;
40384;13690БС;Игнатович Фаина Борисовна;Отклонено;Второй;87,54;Экономфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.04;Государственное и муниципальное управление;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1904022;4,36;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;19.07.2019 10:39;Бабий Александр Валерьевич;
40385;13691БС;Александров Семен Иннокентиeвич;Отменено;Первый;89,58;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1906192;4,62;без отличия;да;Дополнительный набор;да;нет;да;19.07.2019 10:41;Кохан Дмитрий Александрович;
41012;13691БС;Александров Семен Иннокентиeвич;В приказ;Первый;89,58;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1906192;4,62;без отличия;да;;да;нет;да;03.09.2019 12:01;Петраченко Елена Игоревна;
41014;13692БС;Александренко Ксения Семеновна;В приказ;Первый;86,86;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1905887;4,39;без отличия;да;;да;нет;да;03.09.2019 12:07;Петраченко Елена Игоревна;
40386;13692БС;Александренко Ксения Семеновна;Отменено;Первый;86,86;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1905887;4,39;без отличия;да;Дополнительный набор;да;нет;да;19.07.2019 10:43;Осляк Наталья Владимировна;
40387;13692БС;Александренко Ксения Семеновна;Отклонено;Второй;89,86;Учфин;очная;Нормативный;5 лет 00 мес.;1 (первый) курс;38.05.02;Таможенное дело;Специалитет;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1905887;4,39;без отличия;да;Отклонено в связи с рекомендацией по старшему приоритету;да;да;нет;19.07.2019 10:49;Осляк Наталья Владимировна;
40388;13693БС;Кондратенко Ольга Кондратовна;Отклонено;Первый;85,3;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1903783;4,4;без отличия;нет;;да;да;нет;19.07.2019 10:54;Хобта Анна Дмитриевна;
40389;13694БС;Александрович Кирилл Кириллович;Отклонено;Первый;85,12;ФМИТ;очная;Нормативный;5 лет 00 мес.;1 (первый) курс;44.03.05;Педагогическое образование (Профиль: Математика и информатика);Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1902668;4,63;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;19.07.2019 10:56;Петлицкая Оксана Николаевна;
40390;13695БС;Борисовская Ольга Степановна;Отклонено;Первый;76,28;Учфин;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.01;Экономика (Профиль: Финансы и кредит);Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1709483;3,42;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;19.07.2019 10:57;Белоус Оксана Анатольевна;
40391;13695БС;Борисовская Ольга Степановна;Отклонено;Второй;76,28;Учфин;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.06;Торговое дело;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1709483;3,42;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;19.07.2019 11:00;Белоус Оксана Анатольевна;
40392;13695БС;Борисовская Ольга Степановна;Отклонено;Третий;76,28;Учфин;заочная;Нормативный;4 года 6 мес.;1 (первый) курс;38.03.01;Экономика (Профиль: Финансы и кредит);Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1709483;3,42;без отличия;нет;Отказался от участия в конкурсе;нет;да;нет;19.07.2019 11:01;Белоус Оксана Анатольевна;
40393;13696БС;Кондратов Семен Александрович;В приказ;Первый;77,26;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1906256;3,69;без отличия;да;;да;да;нет;19.07.2019 11:17;Беляева Марина Анатольевна;
40395;13697БС;Алексеев Кирилл Трофимович;Отменено;Первый;102,4;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДАО;1900474;5;золотая медаль;да;Дополнительный набор;да;нет;да;19.07.2019 11:23;Кохан Дмитрий Александрович;
40980;13697БС;Алексеев Кирилл Трофимович;В приказ;Первый;102,4;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДАО;1900474;5;золотая медаль;да;;да;нет;да;03.09.2019 11:02;Ревунова Альбина Сергеевна;
40397;13698БС;Семеновский Петр Владимирович;В приказ;Первый;91,54;Истфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;46.03.01;История;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1901264;4,56;без отличия;да;;да;да;нет;19.07.2019 11:38;Нога Маргарита Сергеевна;
40398;13698БС;Семеновский Петр Владимирович;Отклонено;Второй;91,54;Истфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;41.03.04;Политология;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1901264;4,56;без отличия;да;Отклонено в связи с рекомендацией по старшему приоритету;да;да;нет;19.07.2019 11:39;Нога Маргарита Сергеевна;
40399;13699БС;Семенова Варвара Борисовна;Отменено;Первый;86,08;Учфин;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.06;Торговое дело;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1902662;4,82;без отличия;да;допнабор;да;да;нет;19.07.2019 11:44;Белоус Оксана Анатольевна;
40400;13699БС;Семенова Варвара Борисовна;Отклонено;Второй;86,08;Экономфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.02;Менеджмент;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1902662;4,82;без отличия;да;Отклонено в связи с рекомендацией по старшему приоритету;да;да;нет;19.07.2019 11:45;Белоус Оксана Анатольевна;
40962;13699БС;Семенова Варвара Борисовна;В приказ;Первый;86,08;Учфин;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.01;Экономика (Профиль: Учет и аудит);Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1902662;4,82;без отличия;да;;да;да;нет;03.09.2019 10:21;Талалаенко Нина Петровна;
40401;13700БС;Александрович Фаина Семеновна;Отчислен;Первый;91,02;Учфин;очная;Нормативный;4 года 00 мес.;1 (первый) курс;38.03.06;Торговое дело;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1902667;4,78;без отличия;да;;да;да;нет;19.07.2019 11:45;Сухинина Алина Олеговна;
40403;13700БС;Александрович Фаина Семеновна;Отклонено;Второй;91,02;Экономфак;очная;Нормативный;5 лет 00 мес.;1 (первый) курс;38.05.01;Экономическая безопасность;Специалитет;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1902667;4,78;без отличия;да;Отклонено в связи с рекомендацией по старшему приоритету;да;да;нет;19.07.2019 11:46;Сухинина Алина Олеговна;
40405;13701БС;Серафимовская Ольга Иннокентиeвна;В приказ;Второй;90,72;Филфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;37.03.01;Психология;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1901868;4,43;без отличия;да;;да;да;нет;19.07.2019 11:47;Гороховская Виктория  Владимировна;
40402;13701БС;Серафимовская Ольга Иннокентиeвна;Аннулировано;Первый;90,72;Филфак;очная;Нормативный;5 лет 00 мес.;1 (первый) курс;37.05.02;Психология служебной деятельности;Специалитет;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1901868;4,43;без отличия;да;;да;да;нет;19.07.2019 11:46;Гороховская Виктория  Владимировна;
40404;13702БС;Тимофеевская Юлия Владимировна;В приказ;Первый;76,94;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1902356;3,21;без отличия;да;;да;да;нет;19.07.2019 11:47;Осляк Наталья Владимировна;
40406;13703БС;Терентиевская Людмила Кирилловна;Отменено;Первый;92,4;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1902151;5;без отличия;да;Дополнительный набор;да;нет;да;19.07.2019 11:51;Беляева Марина Анатольевна;
41008;13703БС;Терентиевская Людмила Кирилловна;В приказ;Первый;92,4;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1902151;5;без отличия;да;;да;нет;да;03.09.2019 11:54;Петраченко Елена Игоревна;
41197;13704БС;Терентиенко Семен Семенович;В приказ;Первый;66,2;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;;6718001451470;4,25;без отличия;да;;да;нет;да;04.09.2019 13:22;Петраченко Елена Игоревна;
40407;13704БС;Терентиенко Семен Семенович;Отменено;Первый;72;Юрфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;40.03.01;Юриспруденция;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;;6718001451470;4,25;без отличия;да;Дополнительный набор;да;нет;да;13.07.2019 12:31;Хобта Анна Дмитриевна;
40408;3262ПВ;Дмитриевская Марина Иннокентиeвна;В приказ;Первый;86;Истфак;заочная;Нормативный;4 года 00 мес.;2 (второй) курс;46.03.01;История;Бакалавриат;Переводы, восстановления;Аттестат о среднем общем образовании;ДА;1708902;4,9;без отличия;нет;;нет;да;нет;19.07.2019 13:01;Старченко Наталья Николаевна;
40409;13705БС;Петренко Екатерина Трофимовна;Отклонено;Первый;97,12;Филфак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;37.03.01;Психология;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;;2327000002292;4,28;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;19.07.2019 13:11;Калмыкова  Дарья Андреевна;
40410;13705БС;Петренко Екатерина Трофимовна;Отклонено;Второй;97,12;Биофак;очная;Нормативный;4 года 00 мес.;1 (первый) курс;06.03.01;Биология;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;;2327000002292;4,28;без отличия;нет;Отклонено в связи с рекомендацией по старшему приоритету;да;да;нет;19.07.2019 13:13;Калмыкова  Дарья Андреевна;
40411;13706БС;Трофименко Борис Кондратович;В приказ;Первый;88,24;Истфак;заочная;Нормативный;4 года 00 мес.;1 (первый) курс;41.03.05;Международные отношения;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1801710;4,21;без отличия;да;;нет;да;нет;19.07.2019 13:14;Скворцов Юрий Анатольевич;
40412;13706БС;Трофименко Борис Кондратович;Аннулировано;Второй;88,24;Истфак;заочная;Нормативный;4 года 00 мес.;1 (первый) курс;41.03.04;Политология;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1801710;4,21;без отличия;да;;нет;да;нет;19.07.2019 13:15;Скворцов Юрий Анатольевич;
40413;13707БС;Семенович Елена Терентиeвна;Отклонено;Первый;84,62;УНИЭК;очная;Нормативный;4 года 00 мес.;1 (первый) курс;27.03.05;Инноватика;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1901301;4,43;без отличия;нет;Отказался от участия в конкурсе;да;да;нет;19.07.2019 13:19;Мазилина Елизавета Петровна;
40414;13707БС;Семенович Елена Терентиeвна;Отклонено;Второй;84,62;Физтех;очная;Нормативный;4 года 00 мес.;1 (первый) курс;09.03.01;Информатика и вычислительная техника;Бакалавриат;Бакалавры/Специалисты;Аттестат о среднем общем образовании;ДА;1901301;4,43;без отличия;нет;Отклонено в связи с рекомендацией по старшему приоритету;да;да;нет;19.07.2019 13:21;Мазилина Елизавета Петровна;
